StockCode,Description,Orders,Units,Revenue,AvgPrice
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",8,11,41.25,3.75
37477C,"FLOWER FAIRY MUG+COASTER,ROSE",1,6,22.5,3.75
37479B,CUBIC MUG FLOCK BLUE ON BROWN,32,1256,1103.5,3.0776470588235294
37479P,CUBIC MUG FLOCK PINK ON BROWN,34,172,165.18,2.26
37481,CUBIC MUG TEATIME CAKES,1,6,15.299999999999999,2.55
37482B,CUBIC MUG BLUE POLKA DOT,9,1251,1127.9099999999999,5.19
37482P,CUBIC MUG PINK POLKADOT,83,668,908.86,4.02364705882353
37482b,CUBIC MUG BLUE POLKA DOT,1,1,17.35,17.35
37482p,CUBIC MUG PINK POLKA DOT,2,2,34.7,17.35
37483,ENGLISH ROSE MUG IN GIFT BOX,10,143,232.89,2.46
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,1,1,6.75,6.75
37485,ENGLISH ROSE TEA SET IN GIFT BOX,15,49,207.69,4.5975
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,2,68,19.72,0.29
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,5,31,19.770000000000003,1.4140000000000001
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,23,47,48.51,1.2572
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,17,39,32.37,1.0833333333333333
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,12,28,28.009999999999998,1.5846153846153848
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,20,47,30.81,0.8154545454545455
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,13,19,51.66,2.7392857142857143
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,8,14,30.08,2.3
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,10,58,167.52,2.163
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,13,26,63.28,2.696923076923077
37492A,YELLOW RED FLOWER PIGGY BANK,11,108,216.07,4.274545454545454
37492B,BLUE YELLOW FLOWER PIGGY BANK,44,489,946.7199999999999,3.6697727272727274
37492C,GREEN BLUE FLOWER PIGGY BANK,24,242,477.29999999999995,3.81
37492D,PURPLE GREEN FLOWER PIGGY BANK,26,361,682.9899999999999,4.201538461538462
37494A,FAIRY CAKE CERAMIC BUTTER DISH,51,237,793.44,4.476274509803922
37494a,FAIRY CAKE CERAMIC BUTTER DISH,3,4,24.16,6.04
37495,FAIRY CAKE BIRTHDAY CANDLE SET,330,1580,5807.6,4.140833333333333
37500,TEA TIME TEAPOT IN GIFT BOX,263,887,6869.719999999999,9.24141791044776
37501,TEA TIME TEA SET IN GIFT BOX,177,487,3457.81,7.3357222222222225
37502,TEA TIME MUG IN GIFT BOX,171,868,2599.79,3.311387283236994
37503,TEA TIME CAKE STAND IN GIFT BOX,522,2465,25428.329999999998,11.723193116634798
37506,NEW ENGLAND MILK JUG W GIFT BOX,26,32,190.4,5.950000000000001
37508,NEW ENGLAND CERAMIC CAKE SERVER,46,89,229.57,2.60695652173913
37509,NEW ENGLAND MUG W GIFT BOX,14,30,76.5,2.55
40001,WHITE BAMBOO RIBS LAMPSHADE,121,2492,1920.8799999999999,1.07024
40002,WHITE BAMBOO RIBS LAMPSHADE,1,78,66.3,0.85
40003,WHITE BAMBOO RIBS LAMPSHADE,60,1151,1258.27,1.519672131147541
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,13,34,28.9,0.85
40016,CHINESE DRAGON PAPER LANTERNS,244,15682,5599.1,1.9008764940239045
40018E,TEA TIME PAPER LANTERNS,81,384,837.02,2.8451851851851853
40018F,CHERRY DESIGN PAPERLANTERNS,117,1092,2100.33,2.2838655462184874
40046A,RED DAISY PAPER LAMPSHADE,62,355,472.07,1.7974193548387096
40046C,PINK BUTTERFLY PAPER LAMPSHADE,3,3,3.75,1.25
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,13,40,16.8,0.42
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,18,68,28.56,0.42
44091A,BLUE CRUSOE CHECK LAMPSHADE,6,18,7.56,0.42
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,17,61,30.66,0.5682352941176471
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,6,15,12.75,0.85
44092C,PURPLE/COPPER HANGING LAMPSHADE,10,23,19.55,0.85
44217M,MULTICOLOUR FEATHERS CURTAIN,3,72,236.40000000000003,3.616666666666667
44228,CANNABIS LEAF BEAD CURTAIN,3,48,40.8,0.85
44230,SQUARE MIRROR CURTAIN,53,347,3381.6200000000003,9.157547169811322
44234,ASSORTED CIRCULAR MOBILE,56,1220,264.76,0.39650793650793653
44235,ASS COL CIRCLE MOBILE,22,821,305.94,0.41519999999999996
44236,PINK/PURPLE CIRCLE CURTAIN,12,64,112.32000000000001,2.868461538461539
44241C,BLUE BUTTERFLY ON SPRING,8,70,59.5,0.85
44242A,LILAC FEATHERS CURTAIN,2,14,11.98,1.02
44242B,PINK FEATHERS CURTAIN,9,109,121.53,1.1477777777777778
44265,M/COLOUR POM-POM CURTAIN,4,8,34.0,4.25
45008C,DECORATIVE NET CANOPY CREAM,34,83,792.0699999999999,12.162647058823529
45013,FOLDING SHOE TIDY,8,48,132.0,2.9000000000000004
45014,FOLDING SHIRT TIDY,1,1,4.65,4.65
45016,DECORATIVE NET CANOPY LEOPARD,25,101,423.73,5.946923076923077
46000M,POLYESTER FILLER PAD 45x45cm,353,2537,3932.3500000000004,1.55
46000P,POLYESTER FILLER PAD 65CMx65CM,49,215,913.75,4.25
46000R,POLYESTER FILLER PAD 45x30cm,61,249,361.05,1.45
46000S,POLYESTER FILLER PAD 40x40cm,380,3486,5054.7,1.45
46000U,POLYESTER FILLER PAD 30CMx30CM,51,251,313.75,1.25
46037A,PINK CANVAS DES CUSHION COVER,2,6,7.5,1.25
46115B,GREEN POP ART MAO CUSHION COVER,22,292,55.480000000000004,0.19
46118,FUNKY MONKEY CUSHION COVER,72,374,522.05,3.101486486486486
46126A,ELVIS WALLHANGING / CURTAIN,48,317,419.99,1.5891666666666666
46137D,GREEN CHENILLE SHAGGY RUG,4,45,132.75,2.95
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,25,71,156.29,2.678
46138D,GREEN CHENILLE SHAGGY C/COVER,1,1,1.95,1.95
46307,ROSES BLUE BASE CUSHION COVER,33,51,246.03,5.2645454545454555
46775A,BUBBLE GUM CHUNKY KNITTED THROW,32,83,1044.23,14.045
46775B,BERRIES CHUNKY KNITTED THROW,4,5,84.75,16.95
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,95,154,1949.2099999999998,12.656770833333333
46775E,CANDY POP CHUNKY KNITTED THROW,51,101,1282.9,13.26686274509804
46776A,WOVEN BUBBLE GUM CUSHION COVER,121,408,1291.65,4.3602459016393444
46776B,WOVEN BERRIES CUSHION COVER,153,432,1386.07,4.261346153846154
46776C,WOVEN FROST CUSHION COVER,96,260,913.52,4.322424242424242
46776D,WOVEN SUNSET CUSHION COVER,76,153,658.07,4.279605263157895
46776E,WOVEN CANDY CUSHION COVER,77,207,670.52,4.192405063291139
46776F,WOVEN ROSE GARDEN CUSHION COVER,157,487,1675.73,4.206687898089172
46776a,WOVEN BUBBLE GUM CUSHION COVER,1,5,20.65,4.13
46776b,WOVEN BERRIES CUSHION COVER,1,1,4.13,4.13
46776e,WOVEN CANDY CUSHION COVER,1,1,4.13,4.13
46776f,WOVEN ROSE GARDEN CUSHION COVER,1,7,28.91,4.13
47013A,WINE BOTTLE DRESSING LT.BLUE,25,141,39.87,0.2764
47013C,WINE BOTTLE DRESSING DARK BLUE,27,147,40.519999999999996,0.35
47016,LIGHT DECORATION BATTERY OPERATED,5,31,65.10000000000001,2.1
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,70,716,549.52,2.225753424657534
47310M,SMALL POP BOX FUNKY MONKEY,172,747,1006.19,1.6622988505747127
47341A,FUSCHIA TABLE RUN FLOWER,7,29,46.25,2.3214285714285716
47341B,BLUE TABLE RUN FLOWER,14,48,67.5,1.7857142857142858
47343A,FUSCHIA FLOWER PURSE WITH BEADS,23,206,215.2,1.2107692307692308
47344B,BLUE FLOWER DES PURSE,10,54,56.16,1.082
47347B,BLUE FLOWER T-LIGHT HOLDER,11,240,179.88,1.64
47348A,FUSCHIA VOILE POINTY SHOE DEC,16,104,63.96,0.8488235294117646
47351B,BLUE  VOILE LAMPSHADE,14,98,269.90000000000003,2.9214285714285717
47367B,PAIR PADDED HANGERS PINK CHECK,95,246,849.1700000000001,3.527676767676768
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,25,52,155.16,3.1471428571428572
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,29,55,156.13,3.179333333333333
47420,ASSORTED COLOUR SUCTION CUP HOOK,31,360,68.4,0.19
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,74,1487,582.78,0.41487804878048773
47422,ASSORTED MONKEY SUCTION CUP HOOK,66,1178,458.76,0.4141666666666667
47469,ASSORTED SHAPES PHOTO CLIP SILVER,29,1220,594.28,0.6308333333333334
47471,RAINBOW PEGS PHOTO CLIP STRING,63,431,298.51,0.959090909090909
47480,HANGING PHOTO CLIP ROPE LADDER,150,1735,2854.83,2.2753947368421055
47481,50CM METAL STRING WITH  7 CLIPS,44,327,267.53,1.1302222222222222
47502,POLKADOT CUTLERY 24 PCS IN TRAY,79,640,6855.75,14.809113924050632
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,195,2853,1405.51,0.63315
47503E,ASS FLORAL PRINT SCISSORS,25,6842,1186.9,1.206
47503F,ASS FLORAL PRINT TORCH,11,2567,729.9499999999999,1.5227272727272727
47503G,ASS FLORAL PRINT TAPE MEASURE,35,284,367.36,1.5697222222222222
47503H,ASS FLORAL PRINT SPIRIT LEVEL,60,162,252.28,1.9536923076923076
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,75,347,2743.23,10.893116883116884
47503K,ASSORTED FLORAL SECATEURS,42,3177,1389.44,2.262325581395349
47504E,ENGLISH ROSE SCISSORS,48,4387,931.86,1.849375
47504F,ENGLISH ROSE TORCH,14,527,196.45999999999998,1.6721428571428572
47504G,ENGLISH ROSE TAPE MEASURE,57,266,366.81,1.92859649122807
47504H,ENGLISH ROSE SPIRIT LEVEL,140,1031,1118.92,2.125104895104895
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,4,5,67.25,14.825
47504K,ENGLISH ROSE GARDEN SECATEURS,312,2671,3135.75,1.8940993788819875
47505,MINATURE COLOURED GARDENING SET,178,737,3527.42,5.334722222222222
47518F,ICON PLACEMAT POP ART ELVIS,34,903,153.14,0.4135294117647059
47518f,ICON PLACEMAT POP ART ELVIS,9,9,37.75,4.194444444444445
47552A,DOTS IRONING BOARD COVER,11,12,23.4,1.95
47554,S/3 COLOURS FLOCK TEA TOWELS,1,1,2.55,2.55
47556,SET/2 SPOTTY + ROSE TEA TOWELS,1,1,2.55,2.55
47556B,TEA TIME TEA TOWELS,449,5201,13691.02,3.198761061946903
47556b,TEA TIME TEA TOWELS,4,4,23.64,5.91
47559B,TEA TIME OVEN GLOVE,701,5221,6455.54,1.4109327846364883
47559b,TEA TIME OVEN GLOVE,44,171,568.58,3.292608695652174
47562,ENGLISH ROSE IRONING BOARD COVER,41,104,390.0,3.75
47563A,RETRO LONGBOARD IRONING BOARD COVER,151,346,852.19,3.379805194805195
47563B,WAVELINE SURF IRONING BOARD COVER,6,8,30.0,3.75
47566,PARTY BUNTING,2674,28362,149109.35,5.727101502381825
47566B,TEA TIME PARTY BUNTING,761,5831,25954.45,5.29936936936937
47566b,TEA TIME PARTY BUNTING,113,217,1803.61,8.32103448275862
47567B,TEA TIME KITCHEN APRON,348,2187,11814.990000000002,6.2233608815427
47567b,TEA TIME KITCHEN APRON,3,3,38.72,12.906666666666666
47568,ENGLISH ROSE DESIGN PEG BAG,410,2384,4983.02,2.543430656934307
47569,ENGLISH ROSE DESIGN SHOPPING BAG,1,1,2.55,2.55
47570,ENGLISH ROSE TABLE CLOTH,78,220,2373.01,12.235696202531646
47570B,TEA TIME TABLE CLOTH,224,977,9664.87,11.793624454148473
47570b,TEA TIME TABLE CLOTH,8,9,190.63,21.18111111111111
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,129,576,805.48,2.3170992366412215
47574B,ENGLISH ROSE SCENTED HANGING HEART,27,49,208.25,4.25
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,69,315,286.68,1.0485333333333333
47579,TEA TIME BREAKFAST BASKET,55,186,422.97,2.5521052631578947
47580,TEA TIME DES TEA COSY,344,1693,4395.26,3.1532033426183843
47581B,FAIRY CAKE WICKER PICNIC BASKET,36,46,753.77,16.319444444444443
47583A,SET OF 3 WICKER BASKET ROSE,6,71,612.8199999999999,26.30333333333333
47583B,SET OF 3 WICKER BASKET TEA AND CAKE,6,27,332.6,21.958333333333332
47585A,PINK FAIRY CAKE CUSHION COVER,148,1084,2612.88,4.460067567567568
47586A,PINK FAIRY CAKE CUSHION COVER,29,202,275.53,2.3276666666666666
47587A,PINK FAIRY CAKE COASTER,26,2706,1099.88,1.231153846153846
47589,CONGRATULATIONS BUNTING,76,183,1008.73,5.597792207792208
47590A,BLUE HAPPY BIRTHDAY BUNTING,689,4826,24542.88,5.790916905444126
47590B,PINK HAPPY BIRTHDAY BUNTING,872,5768,29532.93,5.74025988700565
47590a,BLUE HAPPY BIRTHDAY BUNTING,1,1,11.02,11.02
47590b,PINK HAPPY BIRTHDAY BUNTING,10,13,140.5,10.812999999999999
47591A,CAROUSEL DES CHILD'S APRON,70,163,269.53999999999996,1.6547142857142856
47591B,SCOTTIES CHILDRENS APRON,281,1109,1787.25,1.6691836734693877
47591C,BLUE FAIRY CAKE CHILD'S APRON,159,1051,2012.43,2.091446540880503
47591D,PINK FAIRY CAKE CHILDRENS APRON,1140,9513,17685.22,2.1218104184457727
47591b,SCOTTIES CHILDRENS APRON,4,8,33.6,4.1899999999999995
47591c,BLUE FAIRY CAKE CHILD'S APRON,3,4,16.84,4.21
47591d,PINK FAIRY CAKE CHILDRENS APRON,72,290,1461.6,4.991081081081081
47592A,CAROUSEL DES CHILD'S OVERALL,101,331,637.37,1.8420792079207922
47592B,SCOTTIES DESIGN CHILD'S OVERALL,29,67,131.9,1.9331034482758622
47593A,CAROUSEL DESIGN BABY BIB,97,303,306.67,0.9405050505050505
47593B,SCOTTIE DOGS BABY BIB,356,2366,1342.6399999999999,0.7941734417344174
47593a,CAROUSEL DESIGN BABY BIB,1,1,2.51,2.51
47593b,SCOTTIE DOGS BABY BIB,1,6,4.9799999999999995,0.83
47594A,CAROUSEL DESIGN WASHBAG,105,346,684.4599999999999,2.102336448598131
47594B,SCOTTIES DESIGN WASHBAG,122,408,808.39,2.1536065573770493
47594a,CAROUSEL DESIGN WASHBAG,1,1,4.21,4.21
47597,NEW ENGLAND TEATOWELS,124,322,644.88,1.9637301587301585
47598,NEW ENGLAND EGG WARMER,32,138,89.12,0.7571875
47599A,PINK PARTY BAGS,369,6043,11342.28,2.291084656084656
47599B,BLUE PARTY BAGS,286,3567,6820.04,2.2218027210884355
48103,DOOR MAT KISS MY.......,10,35,201.73,7.051
48111,DOORMAT 3 SMILEY CATS,720,4301,26483.99,8.818355795148248
48116,DOORMAT MULTICOLOUR STRIPE,496,3459,20787.72,8.814650698602795
48129,DOORMAT TOPIARY,543,3145,19752.97,8.23130198915009
48138,DOORMAT UNION FLAG,1664,10157,67629.75,8.042381796690307
48173A,DOOR MAT BLUE FLOCK,1,1,6.75,6.75
48173C,DOORMAT BLACK FLOCK,500,4099,23295.82,7.9067647058823525
48173c,DOORMAT BLACK FLOCK,37,78,1259.39,15.737435897435898
48175,DOOR MAT CAMOUFLAGE,2,39,158.04,5.02
48179,DOOR MAT SWEET HOME,11,34,214.47,9.736363636363636
48184,DOORMAT ENGLISH ROSE,851,4770,31551.32,8.24324449594438
48185,DOORMAT FAIRY CAKE,983,6855,46050.99,9.18843625498008
48187,DOORMAT NEW ENGLAND,1282,7395,47026.85,8.093711656441718
48188,DOORMAT WELCOME PUPPIES,698,4889,28775.21,8.513323863636364
48189,DOOR MAT FRIENDSHIP,274,1322,8487.26,9.079345454545455
48194,DOORMAT HEARTS,1349,7835,49542.47,8.601800291545189
48195,DOOR MAT GREEN PAISLEY,87,269,1627.99,8.18344827586207
48197,DOOR MAT BIRD ON THE WIRE,225,898,5905.64,9.610977777777777
51008,AFGHAN SLIPPER SOCK PAIR,80,2865,9179.25,3.3964285714285714
51012C,"FEATHER DUSTER, COAL BLACK",27,171,213.75,1.25
51012L,"FEATHER DUSTER, LIGHT PINK",6,10,12.5,1.25
51014A,"FEATHER PEN,HOT PINK",376,6700,4585.2,0.8311023622047243
51014C,"FEATHER PEN,COAL BLACK",265,4366,2836.42,0.8349450549450549
51014L,"FEATHER PEN,LIGHT PINK",226,3457,2232.5499999999997,0.7762719298245614
51014c,"FEATHER PEN,COAL BLACK",1,1,0.83,0.83
51020A,SUMMER FUN DESIGN SHOWER CAP,50,1304,464.55999999999995,0.8358823529411765
51020B,STRIPY DESIGN SHOWER CAP,60,1087,491.86999999999995,0.9712903225806452
62018,SOMBRERO,127,9570,12456.7,1.7992307692307692
62043B,BLUE CHECK BAG W HANDLE 34X20CM,10,54,75.15999999999998,1.2399999999999998
62074B,ELEPHANT CLIP W SUCTION CUP,12,38,15.96,0.42
62086A,PINK RETRO BIG FLOWER BAG,24,113,220.35,1.95
62094B,TURQ ICE CREAM BUM BAG,67,306,683.05,3.9523529411764704
62095B,TURQOISE ICE CREAM SUNHAT,21,292,310.83,1.558095238095238
62096A,PINK/YELLOW FLOWERS HANDBAG,89,395,607.79,2.227311827956989
62096B,PURPLE/TURQ FLOWERS HANDBAG,82,257,441.99,2.315542168674699
62097A,PINK STRIPES SHOULDER BAG,3,3,8.850000000000001,2.9500000000000006
62097B,BLUE STRIPES SHOULDER BAG,4,11,13.37,1.36
70006,LOVE HEART POCKET WARMER,290,4476,4229.62,1.9986407766990288
70007,HI TEC ALPINE HAND WARMER,205,1365,1848.62,2.174380530973451
71028B,SILVER BLUE EGG T-LIGHT HOLDER,13,494,227.48000000000002,1.8407692307692307
71038,WHITE HANGING BEADS CANDLE HOLDER,144,723,3821.9500000000003,5.411904761904762
71050,SMALL SINGLE FLAME CANDLE HOLDER,8,51,17.849999999999998,0.35
71053,WHITE METAL LANTERN,727,4976,19654.86,4.504113110539845
71101A,ANGEL ON KNEES METAL POLE 100CM H,1,6,5.1,0.85
71101E,STANDING FAIRY POLE SUPPORT,47,777,626.13,0.8364583333333333
71143,SILVER BOOK MARK WITH BEADS,99,356,532.02,2.001165048543689
71215,METAL BASE FOR CANDLES,12,178,68.52,0.41000000000000003
71270,PHOTO CLIP LINE,81,375,531.65,1.6551764705882352
71279,PINK GLASS CANDLEHOLDER,78,300,995.7200000000001,3.8896296296296295
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",69,178,661.95,4.590704225352113
71406C,BLACK ORANGE SQUEEZER,35,223,95.38,0.46648648648648644
71434B,"BLACK RND BULLET""KEEP CLEAN"" BIN",2,2,5.1,2.55
71459,HANGING JAM JAR T-LIGHT HOLDER,1017,33457,27090.51,1.1172780487804879
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,809,15719,46519.13,3.7440163934426227
71495A,CD WALL TIDY BLUE OFFICE,20,225,87.96000000000001,0.6395
71495B,CD WALL TIDY RED FLOWERS,18,306,116.61000000000001,0.538421052631579
71496A,A4 WALL TIDY BLUE OFFICE,17,260,161.77,1.0745
71496B,A4 WALL TIDY RED FLOWERS,6,15,8.67,0.59
71510,SQUARE METAL CANDLEHOLDER BASE,17,177,112.05,0.7935294117647059
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,215,3819,1531.3999999999999,0.441
72023F,RED ORGANIC CANDLE IN GLASS,49,640,669.62,1.3499999999999999
72024U,LILAC VOTIVE CANDLE,11,220,46.2,0.21
72038P,PRICE'S CANDLE PEACH,9,1050,116.5,0.15222222222222223
72045D,ROSES ON BLUE TEACUP CANDLE,6,539,918.65,2.98
72051S,BAG OF SILVER STONES,54,305,193.41,0.6707017543859649
72083A,STRAWBERY SWIRL FLARE CANDLE,7,24,50.400000000000006,2.1
72084B,CHOCOLATE ICE CREAM CANDLE,1,2,3.9,1.95
72122,COFFEE SCENT PILLAR CANDLE,120,587,594.28,1.1312
72127,COLUMBIAN CANDLE ROUND,65,393,479.69,1.3102816901408452
72128,COLUMBIAN CANDLE ROUND,88,724,450.74,0.8884946236559139
72129,COLUMBIAN CANDLE ROUND,18,74,49.11000000000001,0.7061111111111111
72130,COLUMBIAN CANDLE ROUND,57,814,341.68,0.6803125
72131,COLUMBIAN CANDLE RECTANGLE,56,761,717.63,1.6680327868852458
72132,COLUMBIAN CUBE CANDLE,28,561,485.55,1.7106666666666668
72133,COLUMBIAN CANDLE RECTANGLE,31,115,130.13,1.3311764705882352
72134,COLUMBIAN  CUBE CANDLE,29,340,136.51,0.9229032258064516
72140E,BEST DAD CANDLE LETTERS,29,218,156.72,0.8927586206896552
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,14,175,69.17999999999999,0.41600000000000004
72225C,LAVENDER SCENT CAKE CANDLE,38,1926,466.38,0.2689473684210526
72225D,VANILLA SCENT CAKE CANDLE,11,962,219.45999999999998,0.26818181818181813
72232,FENG SHUI PILLAR CANDLE,118,6378,1211.8200000000002,0.19
72267,PREMIUM CHURCH CANDLE,45,265,530.16,2.175869565217391
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,287,2021,4117.2,2.4339864864864866
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,112,218,907.35,4.168677685950413
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,399,3746,7408.59,2.301764705882353
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,499,5816,11260.54,2.375252918287938
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,28,40,167.52,4.186
72369A,PINK CLEAR GLASS CANDLE PLATE,14,67,101.28999999999999,1.7473333333333334
72484,ROSES IN WHITE HEART CANDLE,64,1818,991.3800000000001,1.21
72487,ROSES WHITE ROUND CANDLE,14,827,355.05,1.1528571428571428
72529W,WHITE ADVENT CANDLE,47,464,918.75,2.4578723404255323
72529w,WHITE ADVENT CANDLE,1,1,4.3,4.3
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,183,2307,1013.5,0.5922994652406417
72598,SET/12 TAPER CANDLES,158,1270,1175.1499999999999,1.1875147928994083
72606A,BROWN ANTIQUE CUBE CANDLE,18,226,94.92,0.42
72708,SCULPTED ROUND IVORY CANDLE,5,44,9.24,0.21000000000000002
72709,IVORY SCULPTED RND CANDLE,13,92,78.19999999999999,0.85
72715,SPHERICAL IVORY CANDLE,13,88,36.96,0.42
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,10,36,45.0,1.25
72728,ROSE SCENT CANDLES IN GLASS,54,643,523.15,0.8452727272727273
72739B,WHITE CHOCOLATE SCENT CANDLE,28,394,328.39000000000004,1.835357142857143
72739C,DARK CHOCOLATE SCENTCANDLE,23,326,279.08,1.6782608695652175
72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,12,65,141.23,3.8616666666666664
72740B,LARGE WHITE CHOCOLATE CANDLE,1,1,5.06,5.06
72741,GRAND CHOCOLATECANDLE,920,20113,27820.879999999997,1.7375949367088608
72750A,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",16,383,766.85,2.45
72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,39,496,1047.2,3.078205128205128
72750C,"F.FAIRY S/3 CANDLE/GLASS, ROSE",15,232,476.4,2.75
72750D,F.FAIRY S/3 CANDLE/GLASS,11,110,226.5,2.6772727272727272
72751A,"F.FAIRY S/3 SML CANDLE,LILY/VALLEY",1,1,5.95,5.95
72751B,"F.FAIRY S/3 SML CANDLE, LAVENDER",1,1,5.95,5.95
72751C,"F.FAIRY S/3 SML CANDLE, ROSE",1,1,5.95,5.95
72752A,"F.FAIRY,CANDLE IN GLASS,LILY/VALLEY",1,1,4.25,4.25
72752B,"F.FAIRY,CANDLE IN GLASS,LAVENDER",2,3,12.75,4.25
72753A,S/3 FLWR FAIRY LILLY CANDLES,14,315,690.24,3.735
72753B,S/3 FLWR FAIRY LAVENDER CANDLES,14,445,957.73,3.3414285714285716
72753C,S/3 FLWR FAIRY ROSE CANDLES,6,43,107.68,4.021666666666667
72753D,S/3 FLWR FAIRY SUMMER CANDLES,9,144,302.40000000000003,2.1
72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,5,292,201.24,1.066
72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,8,170,137.54000000000002,1.17
72754D,F FAIRY POTPOURRI CUSHIONS SUMMER,1,1,1.69,1.69
72755C,FLOWER FAIRY OIL BURNER SET ROSE,14,592,767.0,1.8928571428571428
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,13,533,693.25,1.9423076923076923
72756,FAIRY CAKE CANDLES,129,4012,5459.48,1.46953488372093
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,494,1714,16569.55,10.832485089463221
72771B,BURG FLOCK GOLD CUP/CANDLE,8,117,56.9,1.2822222222222222
72771C,BLACK FLOCK GOLD CANDLE,6,54,42.08,1.7133333333333332
72772,SET/4 SCENTED CANDLES IN RAMEKINS,9,457,615.84,2.531111111111111
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,15,48,81.12,1.69
72780,BLACK SILOUETTE CANDLE PLATE,44,514,418.18,0.8411363636363636
72781,BLACK SILOUETTE CANDLE PLATE,15,121,229.5,2.0453333333333332
72783,BLACK SIL'T SQU CANDLE PLATE,9,43,90.30000000000001,2.1
72785A,S/4 CONTEMPORY PINK ROSEBUD CANDLES,4,8,16.8,2.1
72785B,S/4 CONTEMPORY RED ROSEBUD CANDLES,3,9,10.9,1.5666666666666667
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,45,122,461.53,3.837608695652174
72793,BLACK BOX MIRROR LANTERN,10,55,268.75,5.5600000000000005
72796A,S/3 ENGLISH LAVENDER SQU CANDLE,5,11,18.15,1.6499999999999997
72796B,S/3 FRENCH VANILLA SQU CANDLE,12,27,44.55,1.65
72796C,S/3 ROSE GARDEN SCENT SQU CANDLE,1,1,1.65,1.65
72798C,SET/4 GARDEN ROSE DINNER CANDLE,15,29,54.76,2.081875
72799A,BLACK PILLAR CANDLE SILVER FLOCK,18,612,877.8000000000001,2.4555555555555557
72799B,PURPLE PILLAR CANDLE BLACK FLOCK,16,322,467.71000000000004,3.664375
72799C,PINK PILLAR CANDLE SILVER FLOCK,48,471,783.1,3.06625
72799D,BLUE PILLAR CANDLE SILVER FLOCK,18,78,260.67,3.742105263157895
72799E,IVORY PILLAR CANDLE SILVER FLOCK,178,1258,2678.57,2.94620320855615
72799F,IVORY PILLAR CANDLE GOLD FLOCK,102,1134,2110.11,3.1072072072072077
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,46,674,743.26,2.9821739130434786
72800B,4 PURPLE FLOCK DINNER CANDLES,91,999,1312.48,2.6197916666666665
72800C,4 PINK DINNER CANDLE SILVER FLOCK,78,660,924.84,2.6556249999999997
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,86,643,1050.81,2.7077011494252874
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,286,1436,2734.87,2.4999013157894736
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,67,822,1060.19,2.497391304347826
72801C,4 ROSE PINK DINNER CANDLES,56,720,546.36,1.3659649122807018
72801D,S/4 SKY BLUE DINNER CANDLES,61,565,461.17,1.4474193548387095
